Type,Library,Test,Result
1. Parse Validation,juson (C),pass02,true
1. Parse Validation,juson (C),pass03,true
1. Parse Validation,juson (C),fail02,true
1. Parse Validation,juson (C),fail03,true
1. Parse Validation,juson (C),fail04,true
1. Parse Validation,juson (C),fail05,true
1. Parse Validation,juson (C),fail06,true
1. Parse Validation,juson (C),fail07,true
1. Parse Validation,juson (C),fail08,true
1. Parse Validation,juson (C),fail09,true
1. Parse Validation,juson (C),fail10,true
1. Parse Validation,juson (C),fail11,true
1. Parse Validation,juson (C),fail12,true
1. Parse Validation,juson (C),fail13,true
1. Parse Validation,juson (C),fail14,true
1. Parse Validation,juson (C),fail15,true
1. Parse Validation,juson (C),fail16,true
1. Parse Validation,juson (C),fail17,true
1. Parse Validation,juson (C),fail19,true
1. Parse Validation,juson (C),fail20,true
1. Parse Validation,juson (C),fail21,true
1. Parse Validation,juson (C),fail22,true
1. Parse Validation,juson (C),fail23,true
1. Parse Validation,juson (C),fail24,true
1. Parse Validation,juson (C),fail25,true
1. Parse Validation,juson (C),fail26,true
1. Parse Validation,juson (C),fail27,true
1. Parse Validation,juson (C),fail28,true
1. Parse Validation,juson (C),fail29,true
1. Parse Validation,juson (C),fail30,true
1. Parse Validation,juson (C),fail31,true
1. Parse Validation,juson (C),fail32,true
1. Parse Validation,juson (C),fail33,true
1. Parse Validation,juson (C),number_-9223372036854775808,true
1. Parse Validation,juson (C),string_2_escaped_invalid_codepoints,true
1. Parse Validation,juson (C),string_1_invalid_codepoint,true
1. Parse Validation,juson (C),object_same_key_unclear_values,true
1. Parse Validation,juson (C),object_key_nfc_nfd,true
1. Parse Validation,juson (C),string_3_escaped_invalid_codepoints,false
1. Parse Validation,juson (C),number_1.000000000000000005,true
1. Parse Validation,juson (C),string_with_escaped_NULL,true
1. Parse Validation,juson (C),number_1e6,true
1. Parse Validation,juson (C),string_3_invalid_codepoints,true
1. Parse Validation,juson (C),number_1.0,true
1. Parse Validation,juson (C),string_2_invalid_codepoints,true
1. Parse Validation,juson (C),number_9223372036854775807,true
1. Parse Validation,juson (C),number_1000000000000000,true
1. Parse Validation,juson (C),number_10000000000000000999,true
1. Parse Validation,juson (C),number_-9223372036854775809,true
1. Parse Validation,juson (C),object_same_key_different_values,true
1. Parse Validation,juson (C),object_key_nfd_nfc,true
1. Parse Validation,juson (C),object_same_key_same_value,true
1. Parse Validation,juson (C),number_9223372036854775808,true
1. Parse Validation,juson (C),number_1e-999,true
1. Parse Validation,juson (C),string_1_escaped_invalid_codepoint,false
2. Parse Double,juson (C),double01,true
2. Parse Double,juson (C),double02,true
2. Parse Double,juson (C),double03,true
2. Parse Double,juson (C),double04,true
2. Parse Double,juson (C),double05,true
2. Parse Double,juson (C),double06,true
2. Parse Double,juson (C),double07,true
2. Parse Double,juson (C),double08,true
2. Parse Double,juson (C),double09,true
2. Parse Double,juson (C),double10,true
2. Parse Double,juson (C),double11,true
2. Parse Double,juson (C),double12,true
2. Parse Double,juson (C),double13,true
2. Parse Double,juson (C),double14,true
2. Parse Double,juson (C),double15,true
2. Parse Double,juson (C),double16,true
2. Parse Double,juson (C),double17,true
2. Parse Double,juson (C),double18,true
2. Parse Double,juson (C),double19,true
2. Parse Double,juson (C),double20,true
2. Parse Double,juson (C),double21,true
2. Parse Double,juson (C),double22,true
2. Parse Double,juson (C),double23,true
2. Parse Double,juson (C),double24,true
2. Parse Double,juson (C),double25,true
2. Parse Double,juson (C),double26,true
2. Parse Double,juson (C),double27,false
2. Parse Double,juson (C),double28,true
2. Parse Double,juson (C),double29,true
2. Parse Double,juson (C),double30,true
2. Parse Double,juson (C),double31,true
2. Parse Double,juson (C),double32,true
2. Parse Double,juson (C),double33,true
2. Parse Double,juson (C),double34,true
2. Parse Double,juson (C),double35,true
2. Parse Double,juson (C),double36,true
2. Parse Double,juson (C),double37,true
2. Parse Double,juson (C),double38,true
2. Parse Double,juson (C),double39,true
2. Parse Double,juson (C),double40,true
2. Parse Double,juson (C),double41,true
2. Parse Double,juson (C),double42,true
2. Parse Double,juson (C),double43,true
2. Parse Double,juson (C),double44,true
2. Parse Double,juson (C),double45,true
2. Parse Double,juson (C),double46,true
2. Parse Double,juson (C),double47,true
2. Parse Double,juson (C),double48,true
2. Parse Double,juson (C),double49,true
2. Parse Double,juson (C),double50,true
2. Parse Double,juson (C),double51,true
2. Parse Double,juson (C),double52,true
2. Parse Double,juson (C),double53,true
2. Parse Double,juson (C),double54,true
2. Parse Double,juson (C),double55,false
2. Parse Double,juson (C),double56,false
2. Parse Double,juson (C),double57,false
2. Parse Double,juson (C),double58,true
2. Parse Double,juson (C),double59,true
2. Parse Double,juson (C),double60,false
2. Parse Double,juson (C),double61,false
2. Parse Double,juson (C),double62,false
2. Parse Double,juson (C),double63,true
2. Parse Double,juson (C),double64,true
2. Parse Double,juson (C),double65,false
2. Parse Double,juson (C),double66,true
3. Parse String,juson (C),string01,true
3. Parse String,juson (C),string02,true
3. Parse String,juson (C),string03,true
3. Parse String,juson (C),string04,true
3. Parse String,juson (C),string05,false
3. Parse String,juson (C),string06,true
3. Parse String,juson (C),string07,true
3. Parse String,juson (C),string08,true
3. Parse String,juson (C),string09,true
1. Parse Validation,Nlohmann (C++11),pass01,true
1. Parse Validation,Nlohmann (C++11),pass02,true
1. Parse Validation,Nlohmann (C++11),pass03,true
1. Parse Validation,Nlohmann (C++11),fail02,true
1. Parse Validation,Nlohmann (C++11),fail03,true
1. Parse Validation,Nlohmann (C++11),fail04,true
1. Parse Validation,Nlohmann (C++11),fail05,true
1. Parse Validation,Nlohmann (C++11),fail06,true
1. Parse Validation,Nlohmann (C++11),fail07,true
1. Parse Validation,Nlohmann (C++11),fail08,true
1. Parse Validation,Nlohmann (C++11),fail09,true
1. Parse Validation,Nlohmann (C++11),fail10,true
1. Parse Validation,Nlohmann (C++11),fail11,true
1. Parse Validation,Nlohmann (C++11),fail12,true
1. Parse Validation,Nlohmann (C++11),fail13,true
1. Parse Validation,Nlohmann (C++11),fail14,true
1. Parse Validation,Nlohmann (C++11),fail15,true
1. Parse Validation,Nlohmann (C++11),fail16,true
1. Parse Validation,Nlohmann (C++11),fail17,true
1. Parse Validation,Nlohmann (C++11),fail19,true
1. Parse Validation,Nlohmann (C++11),fail20,true
1. Parse Validation,Nlohmann (C++11),fail21,true
1. Parse Validation,Nlohmann (C++11),fail22,true
1. Parse Validation,Nlohmann (C++11),fail23,true
1. Parse Validation,Nlohmann (C++11),fail24,true
1. Parse Validation,Nlohmann (C++11),fail25,true
1. Parse Validation,Nlohmann (C++11),fail26,true
1. Parse Validation,Nlohmann (C++11),fail27,true
1. Parse Validation,Nlohmann (C++11),fail28,true
1. Parse Validation,Nlohmann (C++11),fail29,true
1. Parse Validation,Nlohmann (C++11),fail30,true
1. Parse Validation,Nlohmann (C++11),fail31,true
1. Parse Validation,Nlohmann (C++11),fail32,true
1. Parse Validation,Nlohmann (C++11),fail33,true
1. Parse Validation,Nlohmann (C++11),number_-9223372036854775808,true
1. Parse Validation,Nlohmann (C++11),string_2_escaped_invalid_codepoints,false
1. Parse Validation,Nlohmann (C++11),string_1_invalid_codepoint,false
1. Parse Validation,Nlohmann (C++11),object_same_key_unclear_values,true
1. Parse Validation,Nlohmann (C++11),object_key_nfc_nfd,true
1. Parse Validation,Nlohmann (C++11),string_3_escaped_invalid_codepoints,false
1. Parse Validation,Nlohmann (C++11),number_1.000000000000000005,true
1. Parse Validation,Nlohmann (C++11),string_with_escaped_NULL,true
1. Parse Validation,Nlohmann (C++11),number_1e6,true
1. Parse Validation,Nlohmann (C++11),string_3_invalid_codepoints,false
1. Parse Validation,Nlohmann (C++11),number_1.0,true
1. Parse Validation,Nlohmann (C++11),string_2_invalid_codepoints,false
1. Parse Validation,Nlohmann (C++11),number_9223372036854775807,true
1. Parse Validation,Nlohmann (C++11),number_1000000000000000,true
1. Parse Validation,Nlohmann (C++11),number_10000000000000000999,true
1. Parse Validation,Nlohmann (C++11),number_-9223372036854775809,true
1. Parse Validation,Nlohmann (C++11),object_same_key_different_values,true
1. Parse Validation,Nlohmann (C++11),object_key_nfd_nfc,true
1. Parse Validation,Nlohmann (C++11),object_same_key_same_value,true
1. Parse Validation,Nlohmann (C++11),number_9223372036854775808,true
1. Parse Validation,Nlohmann (C++11),number_1e-999,true
1. Parse Validation,Nlohmann (C++11),string_1_escaped_invalid_codepoint,false
2. Parse Double,Nlohmann (C++11),double01,true
2. Parse Double,Nlohmann (C++11),double02,true
2. Parse Double,Nlohmann (C++11),double03,true
2. Parse Double,Nlohmann (C++11),double04,true
2. Parse Double,Nlohmann (C++11),double05,true
2. Parse Double,Nlohmann (C++11),double06,true
2. Parse Double,Nlohmann (C++11),double07,true
2. Parse Double,Nlohmann (C++11),double08,true
2. Parse Double,Nlohmann (C++11),double09,true
2. Parse Double,Nlohmann (C++11),double10,true
2. Parse Double,Nlohmann (C++11),double11,true
2. Parse Double,Nlohmann (C++11),double12,true
2. Parse Double,Nlohmann (C++11),double13,true
2. Parse Double,Nlohmann (C++11),double14,true
2. Parse Double,Nlohmann (C++11),double15,true
2. Parse Double,Nlohmann (C++11),double16,true
2. Parse Double,Nlohmann (C++11),double17,true
2. Parse Double,Nlohmann (C++11),double18,true
2. Parse Double,Nlohmann (C++11),double19,true
2. Parse Double,Nlohmann (C++11),double20,true
2. Parse Double,Nlohmann (C++11),double21,true
2. Parse Double,Nlohmann (C++11),double22,true
2. Parse Double,Nlohmann (C++11),double23,true
2. Parse Double,Nlohmann (C++11),double24,true
2. Parse Double,Nlohmann (C++11),double25,true
2. Parse Double,Nlohmann (C++11),double26,true
2. Parse Double,Nlohmann (C++11),double27,true
2. Parse Double,Nlohmann (C++11),double28,true
2. Parse Double,Nlohmann (C++11),double29,true
2. Parse Double,Nlohmann (C++11),double30,true
2. Parse Double,Nlohmann (C++11),double31,true
2. Parse Double,Nlohmann (C++11),double32,true
2. Parse Double,Nlohmann (C++11),double33,true
2. Parse Double,Nlohmann (C++11),double34,true
2. Parse Double,Nlohmann (C++11),double35,true
2. Parse Double,Nlohmann (C++11),double36,true
2. Parse Double,Nlohmann (C++11),double37,true
2. Parse Double,Nlohmann (C++11),double38,true
2. Parse Double,Nlohmann (C++11),double39,true
2. Parse Double,Nlohmann (C++11),double40,true
2. Parse Double,Nlohmann (C++11),double41,true
2. Parse Double,Nlohmann (C++11),double42,true
2. Parse Double,Nlohmann (C++11),double43,true
2. Parse Double,Nlohmann (C++11),double44,true
2. Parse Double,Nlohmann (C++11),double45,true
2. Parse Double,Nlohmann (C++11),double46,true
2. Parse Double,Nlohmann (C++11),double47,true
2. Parse Double,Nlohmann (C++11),double48,true
2. Parse Double,Nlohmann (C++11),double49,true
2. Parse Double,Nlohmann (C++11),double50,true
2. Parse Double,Nlohmann (C++11),double51,true
2. Parse Double,Nlohmann (C++11),double52,true
2. Parse Double,Nlohmann (C++11),double53,true
2. Parse Double,Nlohmann (C++11),double54,true
2. Parse Double,Nlohmann (C++11),double55,true
2. Parse Double,Nlohmann (C++11),double56,true
2. Parse Double,Nlohmann (C++11),double57,true
2. Parse Double,Nlohmann (C++11),double58,true
2. Parse Double,Nlohmann (C++11),double59,true
2. Parse Double,Nlohmann (C++11),double60,true
2. Parse Double,Nlohmann (C++11),double61,true
2. Parse Double,Nlohmann (C++11),double62,true
2. Parse Double,Nlohmann (C++11),double63,true
2. Parse Double,Nlohmann (C++11),double64,true
2. Parse Double,Nlohmann (C++11),double65,true
2. Parse Double,Nlohmann (C++11),double66,true
3. Parse String,Nlohmann (C++11),string01,true
3. Parse String,Nlohmann (C++11),string02,true
3. Parse String,Nlohmann (C++11),string03,true
3. Parse String,Nlohmann (C++11),string04,true
3. Parse String,Nlohmann (C++11),string05,true
3. Parse String,Nlohmann (C++11),string06,true
3. Parse String,Nlohmann (C++11),string07,true
3. Parse String,Nlohmann (C++11),string08,true
3. Parse String,Nlohmann (C++11),string09,true
4. Roundtrip,Nlohmann (C++11),roundtrip01,true
4. Roundtrip,Nlohmann (C++11),roundtrip02,true
4. Roundtrip,Nlohmann (C++11),roundtrip03,true
4. Roundtrip,Nlohmann (C++11),roundtrip04,true
4. Roundtrip,Nlohmann (C++11),roundtrip05,true
4. Roundtrip,Nlohmann (C++11),roundtrip06,true
4. Roundtrip,Nlohmann (C++11),roundtrip07,true
4. Roundtrip,Nlohmann (C++11),roundtrip08,true
4. Roundtrip,Nlohmann (C++11),roundtrip09,true
4. Roundtrip,Nlohmann (C++11),roundtrip10,true
4. Roundtrip,Nlohmann (C++11),roundtrip11,true
4. Roundtrip,Nlohmann (C++11),roundtrip12,true
4. Roundtrip,Nlohmann (C++11),roundtrip13,true
4. Roundtrip,Nlohmann (C++11),roundtrip14,true
4. Roundtrip,Nlohmann (C++11),roundtrip15,true
4. Roundtrip,Nlohmann (C++11),roundtrip16,true
4. Roundtrip,Nlohmann (C++11),roundtrip17,true
4. Roundtrip,Nlohmann (C++11),roundtrip18,true
4. Roundtrip,Nlohmann (C++11),roundtrip19,true
4. Roundtrip,Nlohmann (C++11),roundtrip20,true
4. Roundtrip,Nlohmann (C++11),roundtrip21,true
4. Roundtrip,Nlohmann (C++11),roundtrip22,true
4. Roundtrip,Nlohmann (C++11),roundtrip23,true
4. Roundtrip,Nlohmann (C++11),roundtrip24,true
4. Roundtrip,Nlohmann (C++11),roundtrip25,true
4. Roundtrip,Nlohmann (C++11),roundtrip26,true
4. Roundtrip,Nlohmann (C++11),roundtrip27,false
1. Parse Validation,PicoJSON (C++),pass01,true
1. Parse Validation,PicoJSON (C++),pass02,true
1. Parse Validation,PicoJSON (C++),pass03,true
1. Parse Validation,PicoJSON (C++),fail02,true
1. Parse Validation,PicoJSON (C++),fail03,true
1. Parse Validation,PicoJSON (C++),fail04,true
1. Parse Validation,PicoJSON (C++),fail05,true
1. Parse Validation,PicoJSON (C++),fail06,true
1. Parse Validation,PicoJSON (C++),fail07,false
1. Parse Validation,PicoJSON (C++),fail08,false
1. Parse Validation,PicoJSON (C++),fail09,true
1. Parse Validation,PicoJSON (C++),fail10,false
1. Parse Validation,PicoJSON (C++),fail11,true
1. Parse Validation,PicoJSON (C++),fail12,true
1. Parse Validation,PicoJSON (C++),fail13,false
1. Parse Validation,PicoJSON (C++),fail14,true
1. Parse Validation,PicoJSON (C++),fail15,true
1. Parse Validation,PicoJSON (C++),fail16,true
1. Parse Validation,PicoJSON (C++),fail17,true
1. Parse Validation,PicoJSON (C++),fail19,true
1. Parse Validation,PicoJSON (C++),fail20,true
1. Parse Validation,PicoJSON (C++),fail21,true
1. Parse Validation,PicoJSON (C++),fail22,true
1. Parse Validation,PicoJSON (C++),fail23,true
1. Parse Validation,PicoJSON (C++),fail24,true
1. Parse Validation,PicoJSON (C++),fail25,true
1. Parse Validation,PicoJSON (C++),fail26,true
1. Parse Validation,PicoJSON (C++),fail27,true
1. Parse Validation,PicoJSON (C++),fail28,true
1. Parse Validation,PicoJSON (C++),fail29,true
1. Parse Validation,PicoJSON (C++),fail30,true
1. Parse Validation,PicoJSON (C++),fail31,true
1. Parse Validation,PicoJSON (C++),fail32,true
1. Parse Validation,PicoJSON (C++),fail33,true
1. Parse Validation,PicoJSON (C++),number_-9223372036854775808,true
1. Parse Validation,PicoJSON (C++),string_2_escaped_invalid_codepoints,false
1. Parse Validation,PicoJSON (C++),string_1_invalid_codepoint,true
1. Parse Validation,PicoJSON (C++),object_same_key_unclear_values,true
1. Parse Validation,PicoJSON (C++),object_key_nfc_nfd,true
1. Parse Validation,PicoJSON (C++),string_3_escaped_invalid_codepoints,false
1. Parse Validation,PicoJSON (C++),number_1.000000000000000005,true
1. Parse Validation,PicoJSON (C++),string_with_escaped_NULL,true
1. Parse Validation,PicoJSON (C++),number_1e6,true
1. Parse Validation,PicoJSON (C++),string_3_invalid_codepoints,true
1. Parse Validation,PicoJSON (C++),number_1.0,true
1. Parse Validation,PicoJSON (C++),string_2_invalid_codepoints,true
1. Parse Validation,PicoJSON (C++),number_9223372036854775807,true
1. Parse Validation,PicoJSON (C++),number_1000000000000000,true
1. Parse Validation,PicoJSON (C++),number_10000000000000000999,true
1. Parse Validation,PicoJSON (C++),number_-9223372036854775809,true
1. Parse Validation,PicoJSON (C++),object_same_key_different_values,true
1. Parse Validation,PicoJSON (C++),object_key_nfd_nfc,true
1. Parse Validation,PicoJSON (C++),object_same_key_same_value,true
1. Parse Validation,PicoJSON (C++),number_9223372036854775808,true
1. Parse Validation,PicoJSON (C++),number_1e-999,true
1. Parse Validation,PicoJSON (C++),string_1_escaped_invalid_codepoint,false
2. Parse Double,PicoJSON (C++),double01,true
2. Parse Double,PicoJSON (C++),double02,true
2. Parse Double,PicoJSON (C++),double03,true
2. Parse Double,PicoJSON (C++),double04,true
2. Parse Double,PicoJSON (C++),double05,true
2. Parse Double,PicoJSON (C++),double06,true
2. Parse Double,PicoJSON (C++),double07,true
2. Parse Double,PicoJSON (C++),double08,true
2. Parse Double,PicoJSON (C++),double09,true
2. Parse Double,PicoJSON (C++),double10,true
2. Parse Double,PicoJSON (C++),double11,true
2. Parse Double,PicoJSON (C++),double12,true
2. Parse Double,PicoJSON (C++),double13,true
2. Parse Double,PicoJSON (C++),double14,true
2. Parse Double,PicoJSON (C++),double15,true
2. Parse Double,PicoJSON (C++),double16,true
2. Parse Double,PicoJSON (C++),double17,true
2. Parse Double,PicoJSON (C++),double18,true
2. Parse Double,PicoJSON (C++),double19,true
2. Parse Double,PicoJSON (C++),double20,true
2. Parse Double,PicoJSON (C++),double21,true
2. Parse Double,PicoJSON (C++),double22,true
2. Parse Double,PicoJSON (C++),double23,true
2. Parse Double,PicoJSON (C++),double24,true
2. Parse Double,PicoJSON (C++),double25,true
2. Parse Double,PicoJSON (C++),double26,true
2. Parse Double,PicoJSON (C++),double27,true
2. Parse Double,PicoJSON (C++),double28,true
2. Parse Double,PicoJSON (C++),double29,true
2. Parse Double,PicoJSON (C++),double30,true
2. Parse Double,PicoJSON (C++),double31,true
2. Parse Double,PicoJSON (C++),double32,true
2. Parse Double,PicoJSON (C++),double33,true
2. Parse Double,PicoJSON (C++),double34,true
2. Parse Double,PicoJSON (C++),double35,true
2. Parse Double,PicoJSON (C++),double36,true
2. Parse Double,PicoJSON (C++),double37,true
2. Parse Double,PicoJSON (C++),double38,true
2. Parse Double,PicoJSON (C++),double39,true
2. Parse Double,PicoJSON (C++),double40,true
2. Parse Double,PicoJSON (C++),double41,true
